RegionID,Date,Rental Value
394974,3/31/2024,1871.936428
394974,4/30/2024,1880.701119
394974,5/31/2024,1888.157142
394974,6/30/2024,1898.122622
394856,1/31/2015,1541.955931
394856,2/28/2015,1548.596827
394856,3/31/2015,1554.496158
394856,4/30/2015,1561.504776
394856,5/31/2015,1570.56077
394856,6/30/2015,1579.699631
394856,7/31/2015,1589.715726
394856,8/31/2015,1597.431244
394856,9/30/2015,1608.920659
394856,10/31/2015,1617.176547
394856,11/30/2015,1626.364708
394856,12/31/2015,1629.158772
394856,1/31/2016,1633.315617
394856,2/29/2016,1635.317815
394856,3/31/2016,1638.920948
394856,4/30/2016,1639.388708
394856,5/31/2016,1639.654496
394856,6/30/2016,1639.257476
394856,7/31/2016,1641.873711
394856,8/31/2016,1644.434934
394856,9/30/2016,1649.930255
394856,10/31/2016,1652.917988
394856,11/30/2016,1657.196417
394856,12/31/2016,1657.015641
394856,1/31/2017,1662.143995
394856,2/28/2017,1665.755937
394856,3/31/2017,1673.625744
394856,4/30/2017,1675.859919
394856,5/31/2017,1678.225994
394856,6/30/2017,1681.699122
394856,7/31/2017,1687.95324
394856,8/31/2017,1695.759027
394856,9/30/2017,1702.576241
394856,10/31/2017,1707.794781
394856,11/30/2017,1709.746298
394856,12/31/2017,1710.415197
394856,1/31/2018,1712.780312
394856,2/28/2018,1715.698843
394856,3/31/2018,1720.053558
394856,4/30/2018,1724.016336
394856,5/31/2018,1728.269819
394856,6/30/2018,1733.842785
394856,7/31/2018,1740.554212
394856,8/31/2018,1747.625037
394856,9/30/2018,1752.846589
394856,10/31/2018,1759.036218
394856,11/30/2018,1765.940558
394856,12/31/2018,1771.838381
394856,1/31/2019,1771.934707
394856,2/28/2019,1771.10347
394856,3/31/2019,1772.17042
394856,4/30/2019,1775.968534
394856,5/31/2019,1780.834294
394856,6/30/2019,1785.05873
394856,7/31/2019,1790.211688
394856,8/31/2019,1795.113124
394856,9/30/2019,1801.946901
394856,10/31/2019,1811.819563
394856,11/30/2019,1821.987112
394856,12/31/2019,1829.071713
394856,1/31/2020,1831.253756
394856,2/29/2020,1834.831694
394856,3/31/2020,1835.645811
394856,4/30/2020,1829.456708
394856,5/31/2020,1819.381091
394856,6/30/2020,1817.633133
394856,7/31/2020,1822.620793
394856,8/31/2020,1828.607126
394856,9/30/2020,1834.0403
394856,10/31/2020,1848.142867
394856,11/30/2020,1868.178027
394856,12/31/2020,1885.657434
394856,1/31/2021,1901.334835
394856,2/28/2021,1923.801163
394856,3/31/2021,1952.454109
394856,4/30/2021,1988.190456
