RegionID,Date,Home Value
395209,2/29/2016,387290.6759
395209,3/31/2016,387801.0003
395209,4/30/2016,387741.6013
395209,5/31/2016,387628.0749
395209,6/30/2016,387842.7694
395209,7/31/2016,388026.5489
395209,8/31/2016,388112.9034
395209,9/30/2016,388389.0291
395209,10/31/2016,389455.4599
395209,11/30/2016,391194.6426
395209,12/31/2016,393302.4744
395209,1/31/2017,395223.7958
395209,2/28/2017,397156.3024
395209,3/31/2017,398851.0183
395209,4/30/2017,400337.3505
395209,5/31/2017,401080.6083
395209,6/30/2017,401375.0939
395209,7/31/2017,401347.164
395209,8/31/2017,401639.5147
395209,9/30/2017,402536.5273
395209,10/31/2017,403959.8534
395209,11/30/2017,405536.7598
395209,12/31/2017,407267.3365
395209,1/31/2018,409013.2009
395209,2/28/2018,410616.6706
395209,3/31/2018,412232.5777
395209,4/30/2018,413442.0601
395209,5/31/2018,414671.8556
395209,6/30/2018,415239.9489
395209,7/31/2018,416287.4241
395209,8/31/2018,417247.8421
395209,9/30/2018,418462.534
395209,10/31/2018,419399.3462
395209,11/30/2018,420349.7368
395209,12/31/2018,421279.5737
395209,1/31/2019,422222.2519
395209,2/28/2019,423605.2831
395209,3/31/2019,425524.0005
395209,4/30/2019,427616.8285
395209,5/31/2019,428977.5748
395209,6/30/2019,429731.0883
395209,7/31/2019,430122.9213
395209,8/31/2019,430730.9474
395209,9/30/2019,431352.2336
395209,10/31/2019,432356.26
395209,11/30/2019,433833.8075
395209,12/31/2019,435890.0139
395209,1/31/2020,438448.6293
395209,2/29/2020,441226.567
395209,3/31/2020,444055.9328
395209,4/30/2020,446406.1383
395209,5/31/2020,447569.2113
395209,6/30/2020,447812.5083
395209,7/31/2020,448308.6019
395209,8/31/2020,450490.3541
395209,9/30/2020,454743.4507
395209,10/31/2020,460202.5953
395209,11/30/2020,466216.8149
395209,12/31/2020,471925.7957
395209,1/31/2021,477088.0706
395209,2/28/2021,482396.119
395209,3/31/2021,488277.2975
395209,4/30/2021,494880.0374
395209,5/31/2021,501577.1094
395209,6/30/2021,507423.1467
395209,7/31/2021,510996.2309
395209,8/31/2021,512243.7923
395209,9/30/2021,511663.7118
395209,10/31/2021,511533.0523
395209,11/30/2021,512343.5257
395209,12/31/2021,514528.8978
395209,1/31/2022,518527.7306
395209,2/28/2022,524584.5636
395209,3/31/2022,532653.6671
395209,4/30/2022,540620.4226
395209,5/31/2022,547217.0558
395209,6/30/2022,550923.8279
395209,7/31/2022,550880.5784
395209,8/31/2022,547641.9595
